construct,filename,split,n_instances,n_voxels,shape,img_path,mask_path,vpi
15ntwtPP,20240531_JwtPP_10nMHBC620_20_50_Sample3_1_4.tif,train,25,10763,90x178x188,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample3_1_4_img.tif,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample3_1_4_masks.tif,430.52
15ntwtPP,20240531_JwtPP_10nMHBC620_20_50_Sample3_2_1.tif,train,59,36374,81x162x212,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample3_2_1_img.tif,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample3_2_1_masks.tif,616.5084745762712
15ntwtPP,20240531_JwtPP_10nMHBC620_20_50_Sample3_2_3.tif,train,170,35621,81x260x282,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample3_2_3_img.tif,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample3_2_3_masks.tif,209.53529411764706
15ntwtPP,20240712_JwtPP_10nMHBC620_20_50_Sample3_3_1.tif,val,182,48837,91x280x216,val/15ntwtPP__20240712_JwtPP_10nMHBC620_20_50_Sample3_3_1_img.tif,val/15ntwtPP__20240712_JwtPP_10nMHBC620_20_50_Sample3_3_1_masks.tif,268.33516483516485
15ntwtPP,20240712_JwtPP_10nMHBC620_20_50_Sample4_1_2.tif,train,184,94734,46x273x327,train/15ntwtPP__20240712_JwtPP_10nMHBC620_20_50_Sample4_1_2_img.tif,train/15ntwtPP__20240712_JwtPP_10nMHBC620_20_50_Sample4_1_2_masks.tif,514.8586956521739
15ntwtPP,20240712_JwtPP_10nMHBC620_20_50_Sample4_2_1.tif,train,17,14114,46x153x176,train/15ntwtPP__20240712_JwtPP_10nMHBC620_20_50_Sample4_2_1_img.tif,train/15ntwtPP__20240712_JwtPP_10nMHBC620_20_50_Sample4_2_1_masks.tif,830.2352941176471
15ntwtPP,20240712_JwtPP_10nMHBC620_20_50_Sample4_2_2.tif,train,41,15386,46x155x326,train/15ntwtPP__20240712_JwtPP_10nMHBC620_20_50_Sample4_2_2_img.tif,train/15ntwtPP__20240712_JwtPP_10nMHBC620_20_50_Sample4_2_2_masks.tif,375.2682926829268
15ntwtPP,20240712_JwtPP_10nMHBC620_20_50_Sample4_2_3.tif,train,24,9037,46x161x153,train/15ntwtPP__20240712_JwtPP_10nMHBC620_20_50_Sample4_2_3_img.tif,train/15ntwtPP__20240712_JwtPP_10nMHBC620_20_50_Sample4_2_3_masks.tif,376.5416666666667
15ntwtPP,20240712_JwtPP_10nMHBC620_20_50_Sample4_3_1.tif,train,85,15538,58x130x145,train/15ntwtPP__20240712_JwtPP_10nMHBC620_20_50_Sample4_3_1_img.tif,train/15ntwtPP__20240712_JwtPP_10nMHBC620_20_50_Sample4_3_1_masks.tif,182.8
15ntwtPP,20240712_JwtPP_10nMHBC620_20_50_Sample4_3_2.tif,train,75,22799,58x186x174,train/15ntwtPP__20240712_JwtPP_10nMHBC620_20_50_Sample4_3_2_img.tif,train/15ntwtPP__20240712_JwtPP_10nMHBC620_20_50_Sample4_3_2_masks.tif,303.9866666666667
AABr,20240516_AABr_10uMDFHBI_20-40_Sample1_1_1.tif,train,169,13477,48x210x196,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample1_1_1_img.tif,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample1_1_1_masks.tif,79.74556213017752
AABr,20240516_AABr_10uMDFHBI_20-40_Sample1_1_2.tif,train,62,7670,48x155x186,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample1_1_2_img.tif,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample1_1_2_masks.tif,123.70967741935483
AABr,20240516_AABr_10uMDFHBI_20-40_Sample1_1_3.tif,train,116,7051,48x182x213,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample1_1_3_img.tif,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample1_1_3_masks.tif,60.78448275862069
AABr,20240516_AABr_10uMDFHBI_20-40_Sample1_2_1.tif,train,297,18190,49x362x271,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample1_2_1_img.tif,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample1_2_1_masks.tif,61.245791245791246
AABr,20240516_AABr_10uMDFHBI_20-40_Sample1_3_1.tif,train,162,13941,54x191x217,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample1_3_1_img.tif,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample1_3_1_masks.tif,86.05555555555556
AABr,20240516_AABr_10uMDFHBI_20-40_Sample1_3_2_dont count the float cell.tif,train,227,55677,54x378x225,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample1_3_2_dont count the float cell_img.tif,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample1_3_2_dont count the float cell_masks.tif,245.27312775330395
AABr,20240516_AABr_10uMDFHBI_20-40_Sample1_3_3.tif,val,60,6232,54x116x160,val/AABr__20240516_AABr_10uMDFHBI_20-40_Sample1_3_3_img.tif,val/AABr__20240516_AABr_10uMDFHBI_20-40_Sample1_3_3_masks.tif,103.86666666666666
AABr,20240516_AABr_10uMDFHBI_20-40_Sample1_3_4.tif,train,148,14934,54x188x234,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample1_3_4_img.tif,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample1_3_4_masks.tif,100.9054054054054
AABr,20240516_AABr_10uMDFHBI_20-40_Sample2_4_1.tif,train,292,32004,46x257x351,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample2_4_1_img.tif,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample2_4_1_masks.tif,109.6027397260274
AABr,20240516_AABr_10uMDFHBI_20-40_Sample2_4_2.tif,train,208,14503,46x196x217,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample2_4_2_img.tif,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample2_4_2_masks.tif,69.72596153846153
AABr,20240516_AABr_10uMDFHBI_20-40_Sample2_4_3.tif,train,223,24021,46x283x218,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample2_4_3_img.tif,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample2_4_3_masks.tif,107.71748878923766
AABr,20240516_AABr_10uMDFHBI_20-40_Sample2_5_2.tif,train,13,3463,46x117x112,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample2_5_2_img.tif,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample2_5_2_masks.tif,266.38461538461536
AABr,20240516_AABr_10uMDFHBI_20-40_Sample2_5_3.tif,train,14,3411,46x126x173,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample2_5_3_img.tif,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample2_5_3_masks.tif,243.64285714285714
AABr,20240516_AABr_10uMDFHBI_20-40_Sample2_5_4.tif,val,38,5827,46x218x156,val/AABr__20240516_AABr_10uMDFHBI_20-40_Sample2_5_4_img.tif,val/AABr__20240516_AABr_10uMDFHBI_20-40_Sample2_5_4_masks.tif,153.3421052631579
AABr,20240516_AABr_10uMDFHBI_20-40_Sample2_5_6_dont count the float cell.tif,train,19,5893,46x216x195,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample2_5_6_dont count the float cell_img.tif,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample2_5_6_dont count the float cell_masks.tif,310.1578947368421
AABr,20240516_AABr_10uMDFHBI_20-40_Sample3_3_1.tif,train,77,10394,44x210x312,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample3_3_1_img.tif,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample3_3_1_masks.tif,134.98701298701297
AABr,20240516_AABr_10uMDFHBI_20-40_Sample3_3_3.tif,train,65,3185,44x232x162,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample3_3_3_img.tif,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample3_3_3_masks.tif,49.0
AABr,20240516_AABr_10uMDFHBI_20-40_Sample3_3_4.tif,val,148,17144,44x308x225,val/AABr__20240516_AABr_10uMDFHBI_20-40_Sample3_3_4_img.tif,val/AABr__20240516_AABr_10uMDFHBI_20-40_Sample3_3_4_masks.tif,115.83783783783784
AABr,20240516_AABr_10uMDFHBI_20-40_Sample3_4_1.tif,val,108,16580,48x210x133,val/AABr__20240516_AABr_10uMDFHBI_20-40_Sample3_4_1_img.tif,val/AABr__20240516_AABr_10uMDFHBI_20-40_Sample3_4_1_masks.tif,153.5185185185185
AABr,20240516_AABr_10uMDFHBI_20-40_Sample3_4_2.tif,train,35,6800,48x193x167,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample3_4_2_img.tif,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample3_4_2_masks.tif,194.28571428571428
AABr,20240516_AABr_10uMDFHBI_20-40_Sample3_4_3.tif,train,54,8890,48x147x164,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample3_4_3_img.tif,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample3_4_3_masks.tif,164.62962962962962
ABPP,20240411_ABPP_40uMDFHBI_10nMHBC620_20-40-50_1_1.tif,val,93,10862,51x206x222,val/ABPP__20240411_ABPP_40uMDFHBI_10nMHBC620_20-40-50_1_1_img.tif,val/ABPP__20240411_ABPP_40uMDFHBI_10nMHBC620_20-40-50_1_1_masks.tif,116.79569892473118
ABPP,20240411_ABPP_40uMDFHBI_10nMHBC620_20-40-50_2_1.tif,train,31,11349,44x185x194,train/ABPP__20240411_ABPP_40uMDFHBI_10nMHBC620_20-40-50_2_1_img.tif,train/ABPP__20240411_ABPP_40uMDFHBI_10nMHBC620_20-40-50_2_1_masks.tif,366.0967741935484
ABPP,20240411_ABPP_40uMDFHBI_10nMHBC620_20-40-50_2_2.tif,train,47,8163,44x188x244,train/ABPP__20240411_ABPP_40uMDFHBI_10nMHBC620_20-40-50_2_2_img.tif,train/ABPP__20240411_ABPP_40uMDFHBI_10nMHBC620_20-40-50_2_2_masks.tif,173.68085106382978
ABPP,20240411_ABPP_40uMDFHBI_10nMHBC620_20-40-50_3_1.tif,train,72,4789,60x142x119,train/ABPP__20240411_ABPP_40uMDFHBI_10nMHBC620_20-40-50_3_1_img.tif,train/ABPP__20240411_ABPP_40uMDFHBI_10nMHBC620_20-40-50_3_1_masks.tif,66.51388888888889
ABPP,20241017_ABPP_NucHBC620_20-50_Sample1_1_1.tif,train,86,22395,45x127x157,train/ABPP__20241017_ABPP_NucHBC620_20-50_Sample1_1_1_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Sample1_1_1_masks.tif,260.40697674418607
ABPP,20241017_ABPP_NucHBC620_20-50_Sample1_1_2.tif,train,13,4360,45x121x103,train/ABPP__20241017_ABPP_NucHBC620_20-50_Sample1_1_2_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Sample1_1_2_masks.tif,335.38461538461536
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple1_2_1.tif,val,138,17542,48x119x186,val/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_2_1_img.tif,val/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_2_1_masks.tif,127.1159420289855
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple1_2_2.tif,train,60,15191,48x118x117,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_2_2_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_2_2_masks.tif,253.18333333333334
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple1_2_3.tif,train,152,12805,48x154x123,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_2_3_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_2_3_masks.tif,84.24342105263158
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple1_2_4.tif,train,286,27939,48x178x276,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_2_4_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_2_4_masks.tif,97.68881118881119
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple1_2_5.tif,train,16,2238,48x96x141,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_2_5_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_2_5_masks.tif,139.875
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple1_2_6.tif,train,91,11555,48x151x141,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_2_6_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_2_6_masks.tif,126.97802197802197
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple1_3_1.tif,train,364,43659,44x380x222,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_3_1_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_3_1_masks.tif,119.9423076923077
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple1_3_3.tif,val,92,15566,44x126x136,val/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_3_3_img.tif,val/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_3_3_masks.tif,169.19565217391303
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple1_3_5.tif,val,115,14145,44x152x156,val/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_3_5_img.tif,val/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_3_5_masks.tif,123.0
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple1_3_6.tif,train,30,5498,44x105x117,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_3_6_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_3_6_masks.tif,183.26666666666668
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple1_4_1.tif,val,117,16078,50x144x156,val/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_4_1_img.tif,val/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_4_1_masks.tif,137.4188034188034
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple1_4_2.tif,val,72,15361,50x163x142,val/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_4_2_img.tif,val/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_4_2_masks.tif,213.34722222222223
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple1_4_5.tif,train,71,10316,50x133x123,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_4_5_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_4_5_masks.tif,145.29577464788733
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple1_4_6.tif,train,56,13242,50x114x123,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_4_6_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_4_6_masks.tif,236.46428571428572
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple1_4_8.tif,train,61,5295,50x97x104,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_4_8_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_4_8_masks.tif,86.80327868852459
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple2_1_1.tif,train,49,10967,40x130x257,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple2_1_1_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple2_1_1_masks.tif,223.81632653061226
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple2_1_2.tif,train,122,8375,40x185x122,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple2_1_2_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple2_1_2_masks.tif,68.64754098360656
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple2_1_3.tif,train,189,20220,40x205x189,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple2_1_3_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple2_1_3_masks.tif,106.98412698412699
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple2_2_1.tif,train,87,13285,44x172x133,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple2_2_1_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple2_2_1_masks.tif,152.70114942528735
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple2_2_2.tif,train,60,10252,44x119x134,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple2_2_2_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple2_2_2_masks.tif,170.86666666666667
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple2_3_2.tif,train,210,30295,42x187x204,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple2_3_2_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple2_3_2_masks.tif,144.26190476190476
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple2_3_3.tif,train,21,6404,42x167x146,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple2_3_3_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple2_3_3_masks.tif,304.95238095238096
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple2_4_2.tif,train,7,2313,45x117x119,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple2_4_2_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple2_4_2_masks.tif,330.42857142857144
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple3_1_1.tif,val,140,30218,42x230x202,val/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple3_1_1_img.tif,val/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple3_1_1_masks.tif,215.84285714285716
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple3_1_2.tif,train,175,20853,42x158x190,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple3_1_2_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple3_1_2_masks.tif,119.16
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple3_1_3.tif,train,166,27793,42x157x228,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple3_1_3_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple3_1_3_masks.tif,167.4277108433735
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple3_2_1.tif,train,18,7178,43x119x231,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple3_2_1_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple3_2_1_masks.tif,398.77777777777777
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple3_2_2.tif,train,63,8924,43x132x151,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple3_2_2_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple3_2_2_masks.tif,141.65079365079364
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple3_3_1.tif,train,109,8592,44x264x114,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple3_3_1_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple3_3_1_masks.tif,78.8256880733945
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple3_3_2.tif,train,48,5749,44x175x140,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple3_3_2_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple3_3_2_masks.tif,119.77083333333333
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample1_1_1.tif,val,65,44764,71x257x304,val/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_1_1_img.tif,val/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_1_1_masks.tif,688.6769230769231
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample1_1_2.tif,train,129,176612,71x381x295,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_1_2_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_1_2_masks.tif,1369.0852713178294
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample1_1_4.tif,train,31,10906,71x220x210,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_1_4_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_1_4_masks.tif,351.80645161290323
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample1_1_5.tif,train,272,109893,71x361x421,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_1_5_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_1_5_masks.tif,404.01838235294116
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample1_2_2.tif,train,11,14186,57x186x270,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_2_2_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_2_2_masks.tif,1289.6363636363637
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample1_2_3.tif,train,86,77506,52x305x273,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_2_3_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_2_3_masks.tif,901.2325581395348
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample1_2_4.tif,train,232,46092,74x285x311,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_2_4_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_2_4_masks.tif,198.67241379310346
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample1_3_1.tif,train,20,28432,73x328x295,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_3_1_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_3_1_masks.tif,1421.6
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample1_3_2.tif,train,55,49919,73x363x322,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_3_2_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_3_2_masks.tif,907.6181818181818
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample1_3_3.tif,val,376,107231,73x323x625,val/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_3_3_img.tif,val/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample1_3_3_masks.tif,285.18882978723406
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample2_1_2.tif,train,122,78562,63x328x384,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample2_1_2_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample2_1_2_masks.tif,643.9508196721312
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample2_1_3.tif,train,39,12127,63x196x219,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample2_1_3_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample2_1_3_masks.tif,310.94871794871796
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample2_1_4.tif,train,74,31430,63x225x228,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample2_1_4_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample2_1_4_masks.tif,424.72972972972974
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample2_3_1.tif,train,165,113461,74x265x476,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample2_3_1_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample2_3_1_masks.tif,687.6424242424242
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample2_3_2.tif,train,89,61541,74x242x276,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample2_3_2_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample2_3_2_masks.tif,691.4719101123595
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample2_3_3.tif,val,76,50989,74x224x384,val/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample2_3_3_img.tif,val/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample2_3_3_masks.tif,670.9078947368421
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample2_3_4.tif,train,517,103368,74x542x529,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample2_3_4_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample2_3_4_masks.tif,199.93810444874273
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample3_2_1.tif,val,105,60239,80x336x235,val/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_2_1_img.tif,val/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_2_1_masks.tif,573.7047619047619
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample3_2_2.tif,train,41,16714,80x267x238,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_2_2_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_2_2_masks.tif,407.6585365853659
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample3_2_3.tif,train,35,30850,80x279x230,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_2_3_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_2_3_masks.tif,881.4285714285714
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample3_2_4.tif,val,182,38858,80x298x264,val/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_2_4_img.tif,val/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_2_4_masks.tif,213.5054945054945
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample3_3_1.tif,train,75,33791,76x267x222,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_3_1_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_3_1_masks.tif,450.5466666666667
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample3_3_2.tif,train,138,44400,76x340x316,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_3_2_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_3_2_masks.tif,321.7391304347826
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample3_4_1.tif,train,175,61353,85x398x378,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_4_1_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_4_1_masks.tif,350.5885714285714
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample3_4_2.tif,train,31,16739,85x314x209,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_4_2_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_4_2_masks.tif,539.9677419354839
AwtBr,20250530_AwtBr_40uMDFHBI_20-40_sample3_4_3.tif,train,72,88888,85x268x356,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_4_3_img.tif,train/AwtBr__20250530_AwtBr_40uMDFHBI_20-40_sample3_4_3_masks.tif,1234.5555555555557
GABr,20240525_GABr_40uMDFHBI_Sample1_1_1.tif,val,306,25668,50x332x312,val/GABr__20240525_GABr_40uMDFHBI_Sample1_1_1_img.tif,val/GABr__20240525_GABr_40uMDFHBI_Sample1_1_1_masks.tif,83.88235294117646
GABr,20240525_GABr_40uMDFHBI_Sample1_1_3.tif,train,66,4737,50x190x146,train/GABr__20240525_GABr_40uMDFHBI_Sample1_1_3_img.tif,train/GABr__20240525_GABr_40uMDFHBI_Sample1_1_3_masks.tif,71.77272727272727
