construct,filename,split,n_instances,n_voxels,shape,img_path,mask_path
15ntEMango,20240606_EMango_fixed_400nMTO1B_20-20-50_Sample2_1_2.tif,train,160,15738,63x304x300,train/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample2_1_2_img.tif,train/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample2_1_2_masks.tif
15ntEMango,20240606_EMango_fixed_400nMTO1B_20-20-50_Sample2_1_3.tif,train,491,21319,63x332x362,train/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample2_1_3_img.tif,train/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample2_1_3_masks.tif
15ntEMango,20240606_EMango_fixed_400nMTO1B_20-20-50_Sample2_1_4.tif,val,851,23039,63x490x270,val/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample2_1_4_img.tif,val/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample2_1_4_masks.tif
15ntEMango,20240606_EMango_fixed_400nMTO1B_20-20-50_Sample2_2_1.tif,train,456,21037,43x594x320,train/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample2_2_1_img.tif,train/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample2_2_1_masks.tif
15ntEMango,20240606_EMango_fixed_400nMTO1B_20-20-50_Sample2_2_2.tif,train,796,29273,43x304x362,train/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample2_2_2_img.tif,train/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample2_2_2_masks.tif
15ntEMango,20240606_EMango_fixed_400nMTO1B_20-20-50_Sample2_2_3.tif,train,229,4910,43x406x392,train/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample2_2_3_img.tif,train/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample2_2_3_masks.tif
15ntEMango,20240606_EMango_fixed_400nMTO1B_20-20-50_Sample2_3_1.tif,train,174,5394,43x192x286,train/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample2_3_1_img.tif,train/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample2_3_1_masks.tif
15ntEMango,20240606_EMango_fixed_400nMTO1B_20-20-50_Sample2_3_2.tif,train,373,24841,43x390x396,train/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample2_3_2_img.tif,train/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample2_3_2_masks.tif
15ntEMango,20240606_EMango_fixed_400nMTO1B_20-20-50_Sample3_1_1.tif,train,423,14145,43x300x252,train/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample3_1_1_img.tif,train/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample3_1_1_masks.tif
15ntEMango,20240606_EMango_fixed_400nMTO1B_20-20-50_Sample3_1_2.tif,val,128,9289,43x173x180,val/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample3_1_2_img.tif,val/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample3_1_2_masks.tif
15ntEMango,20240606_EMango_fixed_400nMTO1B_20-20-50_Sample3_2_1.tif,train,379,61527,49x420x242,train/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample3_2_1_img.tif,train/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample3_2_1_masks.tif
15ntEMango,20240606_EMango_fixed_400nMTO1B_20-20-50_Sample3_2_2.tif,train,1,1496182,49x158x194,train/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample3_2_2_img.tif,train/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample3_2_2_masks.tif
15ntEMango,20240606_EMango_fixed_400nMTO1B_20-20-50_Sample3_2_3.tif,train,127,5253,49x176x190,train/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample3_2_3_img.tif,train/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample3_2_3_masks.tif
15ntEMango,20240606_EMango_fixed_400nMTO1B_20-20-50_Sample3_2_4.tif,val,89,4683,49x198x198,val/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample3_2_4_img.tif,val/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample3_2_4_masks.tif
15ntwtPP,20240531_JwtPP_10nMHBC620_20_50_Sample1_1_1.tif,train,74,21775,75x250x212,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample1_1_1_img.tif,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample1_1_1_masks.tif
15ntwtPP,20240531_JwtPP_10nMHBC620_20_50_Sample1_1_2.tif,train,46,23707,75x166x194,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample1_1_2_img.tif,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample1_1_2_masks.tif
15ntwtPP,20240531_JwtPP_10nMHBC620_20_50_Sample1_1_3.tif,train,31,20654,75x160x136,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample1_1_3_img.tif,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample1_1_3_masks.tif
15ntwtPP,20240531_JwtPP_10nMHBC620_20_50_Sample1_1_4.tif,val,11,17212,75x138x170,val/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample1_1_4_img.tif,val/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample1_1_4_masks.tif
15ntwtPP,20240531_JwtPP_10nMHBC620_20_50_Sample1_2_1.tif,train,51,46464,90x234x172,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample1_2_1_img.tif,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample1_2_1_masks.tif
15ntwtPP,20240531_JwtPP_10nMHBC620_20_50_Sample1_2_2.tif,train,30,6111,90x154x120,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample1_2_2_img.tif,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample1_2_2_masks.tif
15ntwtPP,20240531_JwtPP_10nMHBC620_20_50_Sample1_3_1.tif,val,107,48788,65x286x240,val/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample1_3_1_img.tif,val/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample1_3_1_masks.tif
15ntwtPP,20240531_JwtPP_10nMHBC620_20_50_Sample1_3_2.tif,train,12,88104,65x162x178,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample1_3_2_img.tif,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample1_3_2_masks.tif
15ntwtPP,20240531_JwtPP_10nMHBC620_20_50_Sample1_3_3.tif,train,21,7977,65x194x134,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample1_3_3_img.tif,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample1_3_3_masks.tif
15ntwtPP,20240531_JwtPP_10nMHBC620_20_50_Sample2_1_1.tif,val,112,35882,78x186x154,val/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample2_1_1_img.tif,val/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample2_1_1_masks.tif
15ntwtPP,20240531_JwtPP_10nMHBC620_20_50_Sample2_1_2.tif,train,31,28284,78x196x190,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample2_1_2_img.tif,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample2_1_2_masks.tif
15ntwtPP,20240531_JwtPP_10nMHBC620_20_50_Sample2_2_1.tif,train,69,102396,70x362x208,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample2_2_1_img.tif,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample2_2_1_masks.tif
15ntwtPP,20240531_JwtPP_10nMHBC620_20_50_Sample2_3_1.tif,train,44,11476,114x146x140,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample2_3_1_img.tif,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample2_3_1_masks.tif
15ntwtPP,20240531_JwtPP_10nMHBC620_20_50_Sample2_3_2.tif,train,66,116760,114x280x296,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample2_3_2_img.tif,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample2_3_2_masks.tif
15ntwtPP,20240531_JwtPP_10nMHBC620_20_50_Sample3_1_1.tif,train,132,20029,90x228x216,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample3_1_1_img.tif,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample3_1_1_masks.tif
15ntwtPP,20240531_JwtPP_10nMHBC620_20_50_Sample3_1_2.tif,train,11,8573,90x164x138,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample3_1_2_img.tif,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample3_1_2_masks.tif
15ntwtPP,20240531_JwtPP_10nMHBC620_20_50_Sample3_1_3.tif,train,24,16946,90x210x204,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample3_1_3_img.tif,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample3_1_3_masks.tif
15ntwtPP,20240531_JwtPP_10nMHBC620_20_50_Sample3_1_4.tif,train,25,10763,90x178x188,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample3_1_4_img.tif,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample3_1_4_masks.tif
15ntwtPP,20240531_JwtPP_10nMHBC620_20_50_Sample3_2_1.tif,train,59,36374,81x162x212,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample3_2_1_img.tif,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample3_2_1_masks.tif
15ntwtPP,20240531_JwtPP_10nMHBC620_20_50_Sample3_2_2.tif,val,31,47883,81x198x170,val/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample3_2_2_img.tif,val/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample3_2_2_masks.tif
15ntwtPP,20240531_JwtPP_10nMHBC620_20_50_Sample3_2_3.tif,train,170,35621,81x260x282,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample3_2_3_img.tif,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample3_2_3_masks.tif
15ntwtPP,20240531_JwtPP_10nMHBC620_20_50_Sample3_2_4.tif,val,14,43097,81x256x282,val/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample3_2_4_img.tif,val/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample3_2_4_masks.tif
15ntwtPP,20240712_JwtPP_10nMHBC620_20_50_Sample3_3_1.tif,val,182,48837,91x280x216,val/15ntwtPP__20240712_JwtPP_10nMHBC620_20_50_Sample3_3_1_img.tif,val/15ntwtPP__20240712_JwtPP_10nMHBC620_20_50_Sample3_3_1_masks.tif
15ntwtPP,20240712_JwtPP_10nMHBC620_20_50_Sample4_1_1.tif,train,83,8836,27x159x186,train/15ntwtPP__20240712_JwtPP_10nMHBC620_20_50_Sample4_1_1_img.tif,train/15ntwtPP__20240712_JwtPP_10nMHBC620_20_50_Sample4_1_1_masks.tif
15ntwtPP,20240712_JwtPP_10nMHBC620_20_50_Sample4_1_2.tif,train,184,94734,46x273x327,train/15ntwtPP__20240712_JwtPP_10nMHBC620_20_50_Sample4_1_2_img.tif,train/15ntwtPP__20240712_JwtPP_10nMHBC620_20_50_Sample4_1_2_masks.tif
15ntwtPP,20240712_JwtPP_10nMHBC620_20_50_Sample4_2_1.tif,train,17,14114,46x153x176,train/15ntwtPP__20240712_JwtPP_10nMHBC620_20_50_Sample4_2_1_img.tif,train/15ntwtPP__20240712_JwtPP_10nMHBC620_20_50_Sample4_2_1_masks.tif
15ntwtPP,20240712_JwtPP_10nMHBC620_20_50_Sample4_2_2.tif,train,41,15386,46x155x326,train/15ntwtPP__20240712_JwtPP_10nMHBC620_20_50_Sample4_2_2_img.tif,train/15ntwtPP__20240712_JwtPP_10nMHBC620_20_50_Sample4_2_2_masks.tif
15ntwtPP,20240712_JwtPP_10nMHBC620_20_50_Sample4_2_3.tif,train,24,9037,46x161x153,train/15ntwtPP__20240712_JwtPP_10nMHBC620_20_50_Sample4_2_3_img.tif,train/15ntwtPP__20240712_JwtPP_10nMHBC620_20_50_Sample4_2_3_masks.tif
15ntwtPP,20240712_JwtPP_10nMHBC620_20_50_Sample4_3_1.tif,train,85,15538,58x130x145,train/15ntwtPP__20240712_JwtPP_10nMHBC620_20_50_Sample4_3_1_img.tif,train/15ntwtPP__20240712_JwtPP_10nMHBC620_20_50_Sample4_3_1_masks.tif
15ntwtPP,20240712_JwtPP_10nMHBC620_20_50_Sample4_3_2.tif,train,75,22799,58x186x174,train/15ntwtPP__20240712_JwtPP_10nMHBC620_20_50_Sample4_3_2_img.tif,train/15ntwtPP__20240712_JwtPP_10nMHBC620_20_50_Sample4_3_2_masks.tif
AABr,20240516_AABr_10uMDFHBI_20-40_Sample1_1_1.tif,train,169,13477,48x210x196,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample1_1_1_img.tif,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample1_1_1_masks.tif
AABr,20240516_AABr_10uMDFHBI_20-40_Sample1_1_2.tif,train,62,7670,48x155x186,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample1_1_2_img.tif,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample1_1_2_masks.tif
AABr,20240516_AABr_10uMDFHBI_20-40_Sample1_1_3.tif,train,116,7051,48x182x213,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample1_1_3_img.tif,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample1_1_3_masks.tif
AABr,20240516_AABr_10uMDFHBI_20-40_Sample1_2_1.tif,train,297,18190,49x362x271,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample1_2_1_img.tif,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample1_2_1_masks.tif
AABr,20240516_AABr_10uMDFHBI_20-40_Sample1_2_2.tif,val,59,21489,49x317x251,val/AABr__20240516_AABr_10uMDFHBI_20-40_Sample1_2_2_img.tif,val/AABr__20240516_AABr_10uMDFHBI_20-40_Sample1_2_2_masks.tif
AABr,20240516_AABr_10uMDFHBI_20-40_Sample1_3_1.tif,train,162,13941,54x191x217,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample1_3_1_img.tif,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample1_3_1_masks.tif
AABr,20240516_AABr_10uMDFHBI_20-40_Sample1_3_2_dont count the float cell.tif,train,227,55677,54x378x225,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample1_3_2_dont count the float cell_img.tif,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample1_3_2_dont count the float cell_masks.tif
AABr,20240516_AABr_10uMDFHBI_20-40_Sample1_3_3.tif,val,60,6232,54x116x160,val/AABr__20240516_AABr_10uMDFHBI_20-40_Sample1_3_3_img.tif,val/AABr__20240516_AABr_10uMDFHBI_20-40_Sample1_3_3_masks.tif
AABr,20240516_AABr_10uMDFHBI_20-40_Sample1_3_4.tif,train,148,14934,54x188x234,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample1_3_4_img.tif,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample1_3_4_masks.tif
AABr,20240516_AABr_10uMDFHBI_20-40_Sample2_4_1.tif,train,292,32004,46x257x351,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample2_4_1_img.tif,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample2_4_1_masks.tif
AABr,20240516_AABr_10uMDFHBI_20-40_Sample2_4_2.tif,train,208,14503,46x196x217,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample2_4_2_img.tif,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample2_4_2_masks.tif
AABr,20240516_AABr_10uMDFHBI_20-40_Sample2_4_3.tif,train,223,24021,46x283x218,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample2_4_3_img.tif,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample2_4_3_masks.tif
AABr,20240516_AABr_10uMDFHBI_20-40_Sample2_5_1.tif,train,74,33859,46x196x250,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample2_5_1_img.tif,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample2_5_1_masks.tif
AABr,20240516_AABr_10uMDFHBI_20-40_Sample2_5_2.tif,train,13,3463,46x117x112,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample2_5_2_img.tif,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample2_5_2_masks.tif
AABr,20240516_AABr_10uMDFHBI_20-40_Sample2_5_3.tif,train,14,3411,46x126x173,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample2_5_3_img.tif,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample2_5_3_masks.tif
AABr,20240516_AABr_10uMDFHBI_20-40_Sample2_5_4.tif,val,38,5827,46x218x156,val/AABr__20240516_AABr_10uMDFHBI_20-40_Sample2_5_4_img.tif,val/AABr__20240516_AABr_10uMDFHBI_20-40_Sample2_5_4_masks.tif
AABr,20240516_AABr_10uMDFHBI_20-40_Sample2_5_5.tif,train,161,6139,46x152x156,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample2_5_5_img.tif,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample2_5_5_masks.tif
AABr,20240516_AABr_10uMDFHBI_20-40_Sample2_5_6_dont count the float cell.tif,train,19,5893,46x216x195,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample2_5_6_dont count the float cell_img.tif,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample2_5_6_dont count the float cell_masks.tif
AABr,20240516_AABr_10uMDFHBI_20-40_Sample3_3_1.tif,train,77,10394,44x210x312,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample3_3_1_img.tif,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample3_3_1_masks.tif
AABr,20240516_AABr_10uMDFHBI_20-40_Sample3_3_2.tif,train,438,11474,44x219x349,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample3_3_2_img.tif,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample3_3_2_masks.tif
AABr,20240516_AABr_10uMDFHBI_20-40_Sample3_3_3.tif,train,65,3185,44x232x162,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample3_3_3_img.tif,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample3_3_3_masks.tif
AABr,20240516_AABr_10uMDFHBI_20-40_Sample3_3_4.tif,val,148,17144,44x308x225,val/AABr__20240516_AABr_10uMDFHBI_20-40_Sample3_3_4_img.tif,val/AABr__20240516_AABr_10uMDFHBI_20-40_Sample3_3_4_masks.tif
AABr,20240516_AABr_10uMDFHBI_20-40_Sample3_4_1.tif,val,108,16580,48x210x133,val/AABr__20240516_AABr_10uMDFHBI_20-40_Sample3_4_1_img.tif,val/AABr__20240516_AABr_10uMDFHBI_20-40_Sample3_4_1_masks.tif
AABr,20240516_AABr_10uMDFHBI_20-40_Sample3_4_2.tif,train,35,6800,48x193x167,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample3_4_2_img.tif,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample3_4_2_masks.tif
AABr,20240516_AABr_10uMDFHBI_20-40_Sample3_4_3.tif,train,54,8890,48x147x164,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample3_4_3_img.tif,train/AABr__20240516_AABr_10uMDFHBI_20-40_Sample3_4_3_masks.tif
ABPP,20240411_ABPP_40uMDFHBI_10nMHBC620_20-40-50_1_1.tif,val,93,10862,51x206x222,val/ABPP__20240411_ABPP_40uMDFHBI_10nMHBC620_20-40-50_1_1_img.tif,val/ABPP__20240411_ABPP_40uMDFHBI_10nMHBC620_20-40-50_1_1_masks.tif
ABPP,20240411_ABPP_40uMDFHBI_10nMHBC620_20-40-50_1_2.tif,train,8,9317,51x148x167,train/ABPP__20240411_ABPP_40uMDFHBI_10nMHBC620_20-40-50_1_2_img.tif,train/ABPP__20240411_ABPP_40uMDFHBI_10nMHBC620_20-40-50_1_2_masks.tif
ABPP,20240411_ABPP_40uMDFHBI_10nMHBC620_20-40-50_2_1.tif,train,31,11349,44x185x194,train/ABPP__20240411_ABPP_40uMDFHBI_10nMHBC620_20-40-50_2_1_img.tif,train/ABPP__20240411_ABPP_40uMDFHBI_10nMHBC620_20-40-50_2_1_masks.tif
ABPP,20240411_ABPP_40uMDFHBI_10nMHBC620_20-40-50_2_2.tif,train,47,8163,44x188x244,train/ABPP__20240411_ABPP_40uMDFHBI_10nMHBC620_20-40-50_2_2_img.tif,train/ABPP__20240411_ABPP_40uMDFHBI_10nMHBC620_20-40-50_2_2_masks.tif
ABPP,20240411_ABPP_40uMDFHBI_10nMHBC620_20-40-50_3_1.tif,train,72,4789,60x142x119,train/ABPP__20240411_ABPP_40uMDFHBI_10nMHBC620_20-40-50_3_1_img.tif,train/ABPP__20240411_ABPP_40uMDFHBI_10nMHBC620_20-40-50_3_1_masks.tif
ABPP,20241017_ABPP_NucHBC620_20-50_Sample1_1_1.tif,train,86,22395,45x127x157,train/ABPP__20241017_ABPP_NucHBC620_20-50_Sample1_1_1_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Sample1_1_1_masks.tif
ABPP,20241017_ABPP_NucHBC620_20-50_Sample1_1_2.tif,train,13,4360,45x121x103,train/ABPP__20241017_ABPP_NucHBC620_20-50_Sample1_1_2_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Sample1_1_2_masks.tif
ABPP,20241017_ABPP_NucHBC620_20-50_Sample1_1_4.tif,train,1,3300,45x106x93,train/ABPP__20241017_ABPP_NucHBC620_20-50_Sample1_1_4_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Sample1_1_4_masks.tif
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple1_2_1.tif,val,138,17542,48x119x186,val/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_2_1_img.tif,val/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_2_1_masks.tif
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple1_2_2.tif,train,60,15191,48x118x117,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_2_2_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_2_2_masks.tif
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple1_2_3.tif,train,152,12805,48x154x123,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_2_3_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_2_3_masks.tif
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple1_2_4.tif,train,286,27939,48x178x276,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_2_4_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_2_4_masks.tif
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple1_2_5.tif,train,16,2238,48x96x141,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_2_5_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_2_5_masks.tif
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple1_2_6.tif,train,91,11555,48x151x141,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_2_6_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_2_6_masks.tif
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple1_3_1.tif,train,364,43659,44x380x222,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_3_1_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_3_1_masks.tif
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple1_3_3.tif,val,92,15566,44x126x136,val/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_3_3_img.tif,val/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_3_3_masks.tif
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple1_3_5.tif,val,115,14145,44x152x156,val/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_3_5_img.tif,val/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_3_5_masks.tif
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple1_3_6.tif,train,30,5498,44x105x117,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_3_6_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_3_6_masks.tif
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple1_4_1.tif,val,117,16078,50x144x156,val/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_4_1_img.tif,val/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_4_1_masks.tif
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple1_4_2.tif,val,72,15361,50x163x142,val/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_4_2_img.tif,val/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_4_2_masks.tif
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple1_4_5.tif,train,71,10316,50x133x123,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_4_5_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_4_5_masks.tif
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple1_4_6.tif,train,56,13242,50x114x123,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_4_6_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_4_6_masks.tif
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple1_4_7.tif,train,15,10729,50x99x127,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_4_7_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_4_7_masks.tif
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple1_4_8.tif,train,61,5295,50x97x104,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_4_8_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple1_4_8_masks.tif
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple2_1_1.tif,train,49,10967,40x130x257,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple2_1_1_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple2_1_1_masks.tif
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple2_1_2.tif,train,122,8375,40x185x122,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple2_1_2_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple2_1_2_masks.tif
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple2_1_3.tif,train,189,20220,40x205x189,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple2_1_3_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple2_1_3_masks.tif
ABPP,20241017_ABPP_NucHBC620_20-50_Smaple2_2_1.tif,train,87,13285,44x172x133,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple2_2_1_img.tif,train/ABPP__20241017_ABPP_NucHBC620_20-50_Smaple2_2_1_masks.tif
